Questionnaire;Département;q1;q2a_1;q2a_2;q2b_1;q2b_2;q2c_1;q2c_2;q3a;q3b;q3b1_1;q3b1_2;q3b1_3;q3b1_4;q3b1_5;q3b1_6;q3b1_7;q3b1_8;q3c;q4a_1;q4a_2;q4a_3;q4a_4;q4a_5;q4a_6;q4b_1;q4b_2;q4b_3;q4b_4;q4b_5;q4b_6;q4c_1;q4c_2;q4c_3;q4c_4;q4c_5;q4c_6;q5;q6;q7;q8;q9_1;q9_2;q9_3;q9_4;q9_5;q9_6;q10;q11;q11b1;q11b2;q11b3;q11b4;q11b5;q11b6;q11b7;q11b8;q11b9;q11b10;q11b11;q11b12;q11b13;q12;q13;q13b_1;q13b_2;q13b_3;q13b_4;q13b_5;q13b_6;q13b_7;q14;q15;q16_1;q16_2;q16_3;q16_4;q16_5;q16_6;q17;q18;q18b;q19;q20parents_1;q20parents_2;q20parents_3;q20parents_4;q20parents_5;q20parents_6;q20enfants_1;q20enfants_2;q20enfants_3;q20enfants_4;q20enfants_5;q20enfants_6;q21;q21b;q22;q23;q23b;q23b_autre;s1;villesstd;classville;s2;ageaine;s4_1;s4_2;s4_3;s5;s5b;S6_1;age;s8_1;s9_1;s6_2;agecon;s8_2;S9_2;agemen;cspmen;cspgroup;classeage;classenbenfant;classeageaine;;;;;;
435;1;2;2;1;3;1;2;1;3;3;995;995;995;995;995;995;995;995;2;5;3;3;5;3;3;4;3;3;4;3;3;3;2;2;3;2;2;3;3;3;3;0;0;0;0;1;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;2;0;0;0;1;0;0;2;2;995;3;2;2;2;1;3;3;2;2;2;2;2;3;1;2;2;2;995;;GRAINVILLE;GRAINVILLE;3;2;15;2;997;997;1;999;2;39;1;6;1;61;2;7;61;7;4;4;2;3;;;;;;
436;1;2;3;2;3;3;2;2;2;1;0;0;1;0;0;0;0;0;2;4;3;3;3;2;3;3;1;3;3;2;3;2;2;1;2;2;2;2;2;2;1;0;0;0;0;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;0;0;1;0;0;3;2;995;2;2;2;2;2;2;3;2;2;2;2;2;3;1;2;3;1;4;;LOUVIERS;LOUVIERS;2;3;8;997;997;997;1;999;2;36;1;6;1;38;1;3;38;3;1;2;3;2;;;;;;
437;1;1;2;1;1;1;1;1;1;2;0;0;0;0;0;0;0;0;2;5;5;5;2;5;5;4;4;4;2;4;4;3;3;3;1;3;3;3;3;1;2;0;1;0;1;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;0;0;0;1;0;3;2;995;4;2;2;1;1;2;1;2;2;1;1;2;1;1;2;4;4;995;;CHARLEVAL;CHARLEVAL;3;1;22;6;997;997;1;999;2;43;1;6;1;46;1;6;46;6;3;3;1;4;;;;;;
438;1;2;3;2;3;3;2;2;2;3;995;995;995;995;995;995;995;995;2;5;3;2;5;3;5;4;3;3;4;3;4;3;2;2;3;2;3;2;2;5;3;0;0;0;0;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;2;0;0;0;0;1;0;3;2;995;2;3;2;2;2;2;3;2;3;2;2;3;3;1;2;3;4;995;;LIEUREY;LIEUREY;3;2;9;997;997;997;1;999;2;37;1;5;1;32;1;5;32;5;3;2;2;2;;;;;;
439;1;2;1;2;3;3;2;2;2;1;1;1;1;1;0;0;0;0;1;5;2;2;5;5;3;4;1;1;4;1;1;3;2;1;3;2;1;4;3;3;3;1;0;1;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2;995;995;995;995;995;995;995;995;2;2;0;0;0;0;1;0;2;2;995;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;4;1;2;;HENNEZIS;HENNEZIS;3;2;9;997;997;997;1;999;2;35;1;5;1;33;2;8;33;8;4;2;2;2;;;;;;
440;1;2;3;4;1;1;2;2;1;1;1;1;0;1;0;1;0;0;1;2;1;2;1;3;2;1;2;1;2;3;1;1;2;1;999;1;1;2;2;2;3;0;1;0;1;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;1;0;0;0;1;0;0;2;2;995;4;2;2;2;1;2;3;2;2;2;2;2;3;1;2;4;1;999;;AVIRON;AVIRON;2;4;18;3;1;1;1;999;2;44;1;5;1;46;1;5;46;5;3;3;4;4;;;;;;
441;1;2;2;2;1;1;1;1;1;1;1;1;0;1;0;0;0;0;1;2;3;2;3;3;2;2;3;999;2;3;2;1;1;1;1;1;1;1;2;5;3;0;0;0;1;1;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;1;1;995;995;995;995;995;995;995;2;1;0;0;0;1;0;0;3;2;995;4;1;1;999;1;3;3;2;2;2;2;3;3;1;2;3;2;995;;LOUVERSEY;LOUVERSEY;3;2;21;6;4;997;1;2;2;44;1;6;1;44;1;6;44;6;3;3;2;4;;;;;;
442;1;2;999;2;3;3;999;2;3;1;1;0;1;0;0;0;0;0;2;3;3;2;2;2;3;2;2;2;2;2;2;2;1;1;2;1;2;2;3;999;2;0;0;1;0;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;1;0;0;0;0;1;0;3;2;995;2;2;2;2;2;2;999;999;999;999;999;999;999;1;2;3;1;3;;VERNON;VERNON;2;3;16;3;997;997;1;999;2;35;1;5;1;31;1;3;31;3;1;2;3;3;;;;;;
443;1;1;2;1;1;1;2;2;1;1;1;0;0;1;0;0;0;0;1;1;2;999;1;999;1;999;999;999;999;999;999;999;999;999;999;999;999;4;4;3;3;1;0;1;1;0;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;1;2;0;0;0;0;0;0;0;3;2;0;0;0;1;0;0;1;2;995;1;1;1;1;1;1;1;999;1;1;1;1;999;1;2;4;2;995;;BOURGTHEROULDE;BOURGTHEROULDE;3;1;21;5;997;997;1;999;1;66;2;7;2;62;2;7;66;7;4;5;1;4;;;;;;
444;1;2;2;2;1;1;1;1;1;1;1;1;0;1;1;0;0;0;1;5;1;5;5;5;5;4;1;4;4;4;4;3;1;3;3;3;3;3;3;5;2;0;1;0;1;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;2;0;0;0;0;1;0;2;2;995;4;2;2;1;1;3;3;2;2;2;3;3;3;1;2;4;1;4;;BONNEVILLE APTOT;BONNEVILLEAPTOT;3;2;3;997;997;997;1;2;2;33;1;5;1;51;1;6;51;6;3;4;2;1;;;;;;
445;1;1;3;1;3;3;2;2;2;1;0;1;1;0;0;0;0;0;999;4;2;2;5;2;5;3;3;3;4;3;4;2;2;2;3;2;3;3;3;5;2;0;0;1;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;1;1;995;995;995;995;995;995;995;999;1;0;0;0;0;0;1;2;2;995;2;2;2;2;2;2;3;2;2;2;3;3;3;1;2;3;1;1;;SAINT VIGOR;SAINTVIGOR;3;2;4;997;997;997;1;999;2;30;1;5;1;32;1;5;32;5;3;2;2;1;;;;;;
446;1;2;2;1;1;1;2;2;3;1;1;0;1;0;0;0;0;0;2;4;2;2;5;3;3;1;1;2;1;1;2;2;1;2;2;2;2;3;3;3;3;0;1;0;0;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;0;0;1;0;0;3;2;995;3;2;2;2;2;2;2;2;2;2;2;2;2;1;2;3;3;995;;VERNON;VERNON;2;4;8;997;997;997;1;999;1;43;1;6;2;39;2;8;43;6;3;3;4;2;;;;;;
447;1;2;2;2;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;5;2;1;5;2;2;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;0;0;0;0;0;999;995;995;995;995;995;995;995;995;995;995;995;995;995;995;999;999;995;995;995;995;995;995;995;999;2;0;0;0;0;0;0;2;2;995;1;2;2;2;1;1;3;2;2;2;2;2;3;1;1;3;999;1;;AUBEVOYE;AUBEVOYE;2;6;22;6;6;4;1;999;2;42;1;6;1;45;1;6;45;6;3;3;4;4;;;;;;
448;1;2;2;2;3;3;2;2;2;1;1;0;1;1;0;0;0;0;2;5;5;3;2;2;5;3;1;1;3;3;4;1;1;1;2;2;3;3;3;5;2;0;0;1;0;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;1;2;1;0;0;0;0;0;0;3;2;0;0;0;1;0;0;1;2;995;4;2;1;1;2;2;3;2;2;2;2;2;3;1;2;4;1;1;;DOUDEAUVILLE EN VEXIN;DOUDEAUVILLEENVEXIN;3;2;9;997;997;997;1;999;2;36;1;6;1;40;1;4;40;4;2;3;2;2;;;;;;
449;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;2;5;1;1;5;2;3;4;1;1;4;3;3;3;1;1;3;2;1;3;4;5;3;1;1;0;0;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;995;995;995;995;995;995;995;995;2;2;0;0;0;0;1;0;3;2;995;4;1;1;1;1;2;999;2;2;2;2;2;3;2;995;4;1;1;;PACY SUR EURE;PACYSUREURE;2;3;24;997;997;997;1;999;2;46;1;5;1;56;1;2;56;2;1;4;3;4;;;;;;
450;1;1;1;2;1;1;2;2;1;1;1;1;1;1;0;0;0;1;2;3;2;1;2;3;1;3;1;3;3;1;1;2;2;2;2;2;2;2;3;1;3;0;0;1;0;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;1;0;0;0;1;0;0;2;999;999;4;2;2;2;2;2;2;2;2;2;2;2;2;1;2;3;1;6;;LE NEUBOURG;LENEUBOURG;3;2;17;2;997;997;1;1;2;43;1;5;1;50;1;3;50;3;1;4;2;3;;;;;;
451;1;2;4;3;3;3;1;1;2;999;1;0;1;0;0;0;1;0;1;2;3;3;3;3;3;3;3;2;3;3;3;1;1;1;1;1;1;3;3;5;1;1;0;1;0;0;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;999;2;0;0;0;0;0;1;3;999;999;3;2;2;2;2;2;2;2;2;2;2;2;2;1;2;4;4;995;;BOURGTHEROULDE;BOURGTHEROULDE;3;2;11;997;997;997;1;999;1;45;1;6;2;45;1;5;45;6;3;3;2;2;;;;;;
452;1;2;2;2;1;1;2;1;2;1;0;0;1;1;0;0;1;0;2;2;3;2;5;2;3;1;3;3;1;3;3;2;2;2;2;2;2;3;3;2;3;0;1;1;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;1;0;0;0;0;1;0;2;2;995;4;2;2;2;2;2;3;2;2;2;2;2;3;1;2;3;1;3;;SYLVAINS LES MOULINS;SYLVAINSLESMOULINS;3;2;14;997;997;997;1;999;2;48;1;5;1;42;1;5;42;5;3;3;2;3;;;;;;
453;1;1;1;1;1;1;2;2;1;1;1;0;1;0;0;0;0;1;1;5;1;3;5;2;2;4;1;1;4;1;3;3;2;2;2;2;2;3;3;1;1;0;0;0;1;0;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;999;2;0;0;0;0;0;1;1;2;995;4;2;2;2;1;2;2;2;2;2;2;2;2;1;2;4;1;2;;VERNEUIL SUR AVRE;VERNEUILSURAVRE;3;3;22;6;3;1;1;999;2;46;1;5;1;46;1;5;46;5;3;3;3;4;;;;;;
454;1;1;3;2;3;3;999;999;1;1;1;1;0;1;0;0;0;0;999;5;2;1;5;3;2;4;2;2;4;1;2;3;2;1;3;1;2;999;3;2;3;0;1;0;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;0;0;0;1;0;3;2;995;999;2;2;2;1;2;3;2;2;2;2;2;3;1;2;3;1;4;;VANDRIMARE;VANDRIMARE;3;2;15;3;997;997;1;1;2;41;1;5;1;47;1;5;47;5;3;3;2;3;;;;;;
455;1;2;2;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;2;5;3;3;5;3;2;3;3;3;3;3;3;2;2;2;2;2;2;3;3;2;2;0;0;0;0;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;1;0;0;0;1;0;0;1;2;995;4;2;2;2;1;2;1;2;2;2;2;2;999;1;2;3;2;995;;DANGU;DANGU;3;2;12;997;997;997;1;999;2;35;1;5;1;37;1;3;37;3;1;2;2;3;;;;;;
456;1;2;1;2;2;3;1;1;2;1;1;0;0;1;0;0;0;0;999;5;2;1;5;2;2;4;1;1;4;1;1;3;1;1;3;1;1;3;3;2;3;1;1;0;0;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;999;2;0;1;1;0;0;0;0;4;1;1;0;0;0;0;0;3;999;999;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;4;1;4;;PONT AUDEMER;PONTAUDEMER;2;5;15;2;997;997;1;1;2;38;1;5;1;30;1;6;30;6;3;2;4;3;;;;;;
457;1;1;1;1;1;1;1;1;1;2;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;3;3;1;3;3;3;2;2;2;2;2;2;4;4;999;1;1;1;1;0;0;0;1;999;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;999;2;0;0;0;1;0;0;3;2;995;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;995;;BERVILLE SUR MER;BERVILLESURMER;3;2;16;2;3;997;1;999;2;44;1;5;1;37;1;5;37;5;3;2;2;3;;;;;;
458;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;5;2;1;5;2;1;3;1;1;4;3;1;3;1;1;3;2;1;4;3;5;2;0;0;1;1;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;1;0;0;0;1;0;0;2;1;4;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;3;1;6;;ROUTOT;ROUTOT;3;1;12;997;997;997;1;1;2;34;1;5;1;47;1;5;47;5;3;3;1;3;;;;;;
459;1;2;2;1;1;1;2;2;2;1;0;0;0;1;0;0;0;0;2;5;2;2;2;5;2;4;1;3;3;4;3;3;1;2;2;2;2;3;3;5;3;1;1;1;0;0;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;2;1;0;0;0;0;0;3;2;995;3;2;2;2;1;2;3;2;2;2;2;2;3;1;2;3;2;995;;PACY SUR EURE;PACYSUREURE;2;2;23;6;1;997;1;1;2;45;1;5;1;47;1;3;47;3;1;3;2;4;;;;;;
460;1;1;1;1;1;1;2;2;1;2;0;0;0;0;0;0;0;0;2;2;1;1;5;1;1;3;1;1;999;2;2;2;1;1;3;1;1;4;4;5;3;1;1;0;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;1;1;0;0;0;1;0;0;3;2;995;4;3;3;2;2;2;3;2;2;2;2;3;3;1;2;4;1;3;;VALLETOT;VALLETOT;3;2;12;1;997;997;1;999;2;39;1;5;1;44;1;5;44;5;3;3;2;3;;;;;;
461;1;1;1;2;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;2;2;1;1;2;1;2;2;2;2;1;2;1;1;1;1;2;1;3;2;1;3;0;0;1;0;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;1;0;0;0;1;0;0;3;2;995;4;2;1;1;2;1;3;2;2;2;2;2;3;1;2;4;2;995;;SAINT AQUILIN DE OACY;SAINTAQUILINDEOACY;3;2;21;5;2;997;1;1;1;61;2;7;2;49;1;3;61;7;4;4;2;4;;;;;;
462;1;2;3;3;3;3;2;2;1;1;1;0;1;1;0;0;0;0;2;5;2;3;5;3;3;4;3;3;4;3;3;3;2;2;3;2;2;2;3;1;2;0;1;1;0;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;1;0;0;0;1;0;0;2;999;999;4;2;2;2;1;2;2;2;2;2;2;3;3;1;2;4;2;995;;VERNON;VERNON;2;2;11;997;997;997;1;2;2;36;1;5;1;34;1;5;34;5;3;2;2;2;;;;;;
463;1;3;3;3;3;1;1;1;3;1;0;0;0;0;0;0;1;0;1;5;3;3;5;3;5;999;999;999;999;999;999;3;1;1;3;1;3;3;3;2;2;0;0;0;0;1;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;2;0;0;0;0;1;0;3;2;995;3;2;2;2;2;2;3;2;2;2;3;3;3;1;2;1;1;4;;CANAPPEVILLE;CANAPPEVILLE;3;1;5;997;997;997;1;999;2;27;1;5;1;35;1;5;35;5;3;2;1;1;;;;;;
464;1;1;3;2;1;1;1;1;1;1;1;0;1;1;0;0;0;0;999;5;2;5;5;5;5;4;2;4;4;4;4;3;3;3;3;3;3;3;3;5;3;1;0;0;1;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;1;0;0;1;0;0;0;2;2;995;3;2;2;2;1;1;1;2;2;2;2;2;2;1;2;3;2;995;;BOSC BENARD CRESCY;BOSCBENARDCRESCY;3;2;6;997;997;997;1;999;2;34;1;5;1;37;1;5;37;5;3;2;2;2;;;;;;
465;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;0;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;999;1;0;1;0;0;0;0;1;2;995;3;2;2;1;2;2;2;2;2;2;2;2;2;1;2;4;2;995;;PONT AUDEMER;PONTAUDEMER;2;3;22;997;997;997;1;2;2;53;1;6;1;53;1;6;53;6;3;4;3;4;;;;;;
466;1;2;3;3;1;1;2;1;1;1;1;0;1;1;1;1;0;0;2;2;2;2;5;1;1;1;1;1;4;1;1;1;2;2;3;2;2;2;3;5;3;0;0;0;0;1;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2;995;995;995;995;995;995;995;995;2;2;0;0;0;1;0;0;2;2;995;4;2;2;2;1;1;999;999;999;999;999;999;3;1;2;3;2;995;;CORMEILLES;CORMEILLES;3;4;;6;6;6;1;2;2;60;2;7;1;60;2;7;60;7;4;4;4;1;;;;;;
467;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;3;2;3;3;3;1;3;3;3;1;3;1;2;2;2;1;2;1;1;2;5;3;0;1;1;0;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;2;0;0;0;1;0;0;3;2;995;4;2;2;2;1;2;1;2;2;2;2;2;2;1;2;3;1;1;;BEZU SAINT ELOI;BEZUSAINTELOI;3;1;16;1;997;997;1;999;1;57;1;5;2;40;1;5;57;5;3;4;1;3;;;;;;
468;1;2;2;2;1;1;1;1;2;1;0;0;0;1;1;1;0;0;1;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;3;2;2;3;0;0;0;0;1;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;1;1;0;0;0;0;0;2;1;3;3;2;2;2;2;1;1;999;999;999;999;999;999;1;2;3;2;995;;CLAVILLE;CLAVILLE;3;2;24;6;6;997;1;999;1;55;1;6;2;46;1;5;55;6;3;4;2;4;;;;;;
469;1;1;4;3;3;1;2;1;1;1;0;1;1;0;1;0;0;0;1;5;1;3;5;2;5;4;3;3;4;3;4;3;2;2;3;2;3;1;2;5;2;0;0;0;0;0;1;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;1;1;0;0;0;0;1;0;1;2;995;3;2;2;2;2;1;2;2;2;2;2;3;3;1;1;3;4;995;;FONTAINE BELLENGER;FONTAINEBELLENGER;3;1;8;997;997;997;1;1;2;39;1;5;1;39;1;5;39;5;3;2;1;2;;;;;;
470;1;1;2;2;1;1;2;2;1;1;1;1;1;1;0;1;0;0;2;5;2;3;5;1;1;4;3;4;999;1;1;3;1;2;3;1;1;4;4;1;3;1;1;1;0;0;0;1;2;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;0;0;1;0;0;2;2;995;3;999;999;999;999;999;999;999;999;999;999;999;999;1;999;3;4;995;;BRETEVIL SUR ITON;BRETEVILSURITON;3;5;24;6;6;6;1;1;2;50;1;5;1;55;1;6;55;6;3;4;4;4;;;;;;
471;1;1;2;2;1;1;2;2;2;1;1;0;1;1;0;0;0;0;1;3;2;2;2;3;1;1;1;1;1;3;1;1;1;1;999;3;1;2;3;2;3;1;1;1;0;0;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;1;2;0;0;1;0;1;0;0;2;2;0;0;0;1;0;0;2;2;995;3;2;2;2;2;2;2;2;2;2;2;2;2;1;2;3;2;995;;IGOVILLE;IGOVILLE;2;2;15;3;997;997;1;999;1;39;1;6;2;36;1;5;39;6;3;2;2;3;;;;;;
472;1;1;2;2;1;1;2;2;1;1;1;1;1;1;1;0;0;0;1;5;2;2;5;4;3;4;1;3;1;3;3;3;2;2;3;2;2;3;4;5;2;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2;995;995;995;995;995;995;995;995;2;2;0;0;0;0;0;1;2;2;995;3;1;1;1;1;2;3;2;2;2;2;2;3;1;2;3;2;995;;ETREPAGNY;ETREPAGNY;3;3;9;997;997;997;1;2;2;34;1;5;1;34;1;5;34;5;3;2;3;2;;;;;;
473;1;2;2;2;3;3;1;1;2;1;0;0;0;1;0;0;0;0;1;4;2;3;3;3;3;3;1;1;1;1;1;3;1;2;1;1;2;4;4;5;3;1;1;1;0;0;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;0;0;0;1;0;2;1;4;3;2;2;2;1;1;3;2;2;2;1;1;3;1;2;4;4;995;;GASNY;GASNY;3;3;19;2;997;997;1;999;2;40;1;5;1;35;1;6;35;6;3;2;3;4;;;;;;
474;1;1;2;1;2;2;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;5;2;2;1;1;1;1;1;1;1;1;1;1;1;1;3;3;5;3;0;0;0;1;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;1;2;0;0;0;0;1;0;2;2;995;3;2;2;2;1;2;2;2;2;2;2;2;3;1;2;3;3;995;;CHAVIGNY BAILLEUL;CHAVIGNYBAILLEUL;3;2;14;1;1;997;1;999;2;37;1;5;1;40;1;5;40;5;3;3;2;3;;;;;;
475;1;2;1;2;1;1;2;2;3;1;0;0;1;1;0;0;0;0;1;5;2;1;5;1;2;4;1;1;4;1;1;3;1;1;3;1;1;3;1;5;2;1;0;0;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;999;2;0;0;0;0;1;0;2;2;995;2;2;2;2;1;2;3;2;2;2;2;2;3;1;2;3;1;1;;GISORS;GISORS;2;2;10;997;997;997;1;999;2;33;1;6;1;32;1;6;32;6;3;2;2;2;;;;;;
476;1;2;2;1;1;1;2;1;1;1;1;0;1;1;0;0;0;0;1;3;1;2;1;1;1;3;1;2;2;1;3;1;2;2;2;1;2;3;4;3;3;1;1;0;0;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;995;995;995;995;995;995;995;995;2;1;0;0;1;0;0;0;3;2;995;1;2;1;1;1;1;1;2;2;2;2;2;2;1;2;3;1;1;;MARCILLY LA CAMPAGNE;MARCILLYLACAMPAGNE;3;3;8;997;997;997;1;999;2;30;1;5;1;32;1;5;32;5;3;2;3;2;;;;;;
477;1;2;3;2;3;2;2;2;2;1;0;0;0;0;0;0;0;1;2;5;3;3;5;3;2;4;3;3;4;3;3;3;1;1;3;1;1;2;3;5;3;0;0;0;0;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;1;0;0;0;1;0;0;2;2;995;4;2;2;2;1;1;3;2;2;2;2;2;3;1;2;4;1;6;;GAILLON;GAILLON;2;2;14;997;997;997;1;999;2;36;1;5;1;39;1;4;39;4;2;2;2;3;;;;;;
478;1;1;3;2;1;1;1;1;1;1;1;1;0;1;1;0;1;0;1;5;2;2;5;5;4;4;3;3;4;1;1;3;2;2;3;1;1;3;3;5;3;0;1;0;0;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;999;2;0;0;0;0;0;0;2;2;995;2;2;2;2;2;2;3;2;2;2;2;3;3;1;2;4;1;6;;BEAUMONT LE ROGER;BEAUMONTLEROGER;3;5;10;997;997;997;1;999;2;38;1;5;1;48;1;6;48;6;3;3;4;2;;;;;;
479;1;2;2;1;1;1;2;1;1;1;1;0;1;1;0;0;0;0;2;3;1;1;3;5;4;3;1;3;3;4;3;1;2;1;1;3;2;2;3;5;3;0;0;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;995;995;995;995;995;995;995;995;4;1;0;0;0;1;0;0;2;2;995;2;2;2;2;1;1;3;2;2;2;2;2;3;1;2;4;2;995;;HAUVILLE;HAUVILLE;3;2;16;2;1;997;1;999;2;42;1;5;1;45;1;5;45;5;3;3;2;3;;;;;;
480;1;1;2;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;2;1;1;5;3;2;3;3;3;4;4;3;3;1;2;3;2;2;4;4;4;3;1;0;0;0;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;2;0;0;0;0;1;0;2;2;995;4;2;2;2;1;1;3;2;2;2;2;2;2;1;2;999;4;995;;MELICOURT;MELICOURT;3;2;14;1;5;997;1;999;2;41;1;5;1;53;2;8;53;8;4;4;2;3;;;;;;
481;1;999;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;2;1;1;1;1;1;1;999;2;2;1;1;2;1;2;2;1;1;3;3;5;999;0;1;1;0;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;2;0;1;0;0;0;0;1;2;995;3;2;1;2;1;1;3;2;2;2;2;2;3;1;2;2;2;995;;COUTURE BOUSSEY;COUTUREBOUSSEY;3;2;22;6;5;997;1;999;2;49;1;5;1;52;1;6;52;6;3;4;2;4;;;;;;
482;1;2;2;1;2;2;2;2;2;999;1;0;1;0;0;0;0;0;1;3;2;5;5;5;5;3;1;4;4;4;4;2;2;3;3;3;3;2;2;5;2;0;0;0;0;1;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;1;0;0;0;0;1;0;3;2;995;4;2;2;2;2;2;2;2;2;2;2;2;2;1;2;3;4;995;;EVREUX;EVREUX;2;1;2;997;997;997;1;999;2;31;1;5;1;31;1;5;31;5;3;2;1;1;;;;;;
